case_id,spec_id,split,scenario,fixture_seed,generation_contract,expected,state,result
n1_r000,HS_n1_b1,DEV,change_k,29110000,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r189,HS_n1_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29110189,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r190,HS_n1_b1,RESERVED_CONFIRMATION,same_input_repeat,29110190,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r191,HS_n1_b1,RESERVED_CONFIRMATION,interleaved_contexts,29110191,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r192,HS_n1_b1,RESERVED_CONFIRMATION,change_k,29110192,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r193,HS_n1_b1,RESERVED_CONFIRMATION,change_q,29110193,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r194,HS_n1_b1,RESERVED_CONFIRMATION,change_tau,29110194,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r195,HS_n1_b1,RESERVED_CONFIRMATION,change_t,29110195,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r196,HS_n1_b1,RESERVED_CONFIRMATION,change_omega,29110196,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r197,HS_n1_b1,RESERVED_CONFIRMATION,change_g,29110197,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r198,HS_n1_b1,RESERVED_CONFIRMATION,g_zero,29110198,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r199,HS_n1_b1,RESERVED_CONFIRMATION,joint_parameters,29110199,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r200,HS_n1_b1,RESERVED_CONFIRMATION,joint_sample,29110200,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r201,HS_n1_b1,RESERVED_CONFIRMATION,repeat_q_then_separate,29110201,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r202,HS_n1_b1,RESERVED_CONFIRMATION,repeat_dtau_then_separate,29110202,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r203,HS_n1_b1,RESERVED_CONFIRMATION,change_L_analytic,29110203,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r204,HS_n1_b1,RESERVED_CONFIRMATION,small_nonzero_g,29110204,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r205,HS_n1_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29110205,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r206,HS_n1_b1,RESERVED_CONFIRMATION,same_input_repeat,29110206,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r207,HS_n1_b1,RESERVED_CONFIRMATION,interleaved_contexts,29110207,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r208,HS_n1_b1,RESERVED_CONFIRMATION,change_k,29110208,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r209,HS_n1_b1,RESERVED_CONFIRMATION,change_q,29110209,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r210,HS_n1_b1,RESERVED_CONFIRMATION,change_tau,29110210,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r211,HS_n1_b1,RESERVED_CONFIRMATION,change_t,29110211,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r212,HS_n1_b1,RESERVED_CONFIRMATION,change_omega,29110212,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r213,HS_n1_b1,RESERVED_CONFIRMATION,change_g,29110213,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r214,HS_n1_b1,RESERVED_CONFIRMATION,g_zero,29110214,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r215,HS_n1_b1,RESERVED_CONFIRMATION,joint_parameters,29110215,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r216,HS_n1_b1,RESERVED_CONFIRMATION,joint_sample,29110216,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r217,HS_n1_b1,RESERVED_CONFIRMATION,repeat_q_then_separate,29110217,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r218,HS_n1_b1,RESERVED_CONFIRMATION,repeat_dtau_then_separate,29110218,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r219,HS_n1_b1,RESERVED_CONFIRMATION,change_L_analytic,29110219,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r220,HS_n1_b1,RESERVED_CONFIRMATION,small_nonzero_g,29110220,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r221,HS_n1_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29110221,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r222,HS_n1_b1,RESERVED_CONFIRMATION,same_input_repeat,29110222,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r223,HS_n1_b1,RESERVED_CONFIRMATION,interleaved_contexts,29110223,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r224,HS_n1_b1,RESERVED_CONFIRMATION,change_k,29110224,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r225,HS_n1_b1,RESERVED_CONFIRMATION,change_q,29110225,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r226,HS_n1_b1,RESERVED_CONFIRMATION,change_tau,29110226,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r227,HS_n1_b1,RESERVED_CONFIRMATION,change_t,29110227,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r228,HS_n1_b1,RESERVED_CONFIRMATION,change_omega,29110228,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r229,HS_n1_b1,RESERVED_CONFIRMATION,change_g,29110229,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r230,HS_n1_b1,RESERVED_CONFIRMATION,g_zero,29110230,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r231,HS_n1_b1,RESERVED_CONFIRMATION,joint_parameters,29110231,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r232,HS_n1_b1,RESERVED_CONFIRMATION,joint_sample,29110232,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r233,HS_n1_b1,RESERVED_CONFIRMATION,repeat_q_then_separate,29110233,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r234,HS_n1_b1,RESERVED_CONFIRMATION,repeat_dtau_then_separate,29110234,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r235,HS_n1_b1,RESERVED_CONFIRMATION,change_L_analytic,29110235,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r236,HS_n1_b1,RESERVED_CONFIRMATION,small_nonzero_g,29110236,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r237,HS_n1_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29110237,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r238,HS_n1_b1,RESERVED_CONFIRMATION,same_input_repeat,29110238,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r239,HS_n1_b1,RESERVED_CONFIRMATION,interleaved_contexts,29110239,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r240,HS_n1_b1,RESERVED_CONFIRMATION,change_k,29110240,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r241,HS_n1_b1,RESERVED_CONFIRMATION,change_q,29110241,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r242,HS_n1_b1,RESERVED_CONFIRMATION,change_tau,29110242,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r243,HS_n1_b1,RESERVED_CONFIRMATION,change_t,29110243,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r244,HS_n1_b1,RESERVED_CONFIRMATION,change_omega,29110244,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r245,HS_n1_b1,RESERVED_CONFIRMATION,change_g,29110245,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r246,HS_n1_b1,RESERVED_CONFIRMATION,g_zero,29110246,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r247,HS_n1_b1,RESERVED_CONFIRMATION,joint_parameters,29110247,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r248,HS_n1_b1,RESERVED_CONFIRMATION,joint_sample,29110248,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r249,HS_n1_b1,RESERVED_CONFIRMATION,repeat_q_then_separate,29110249,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r250,HS_n1_b1,RESERVED_CONFIRMATION,repeat_dtau_then_separate,29110250,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r251,HS_n1_b1,RESERVED_CONFIRMATION,change_L_analytic,29110251,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r252,HS_n1_b1,RESERVED_CONFIRMATION,small_nonzero_g,29110252,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r253,HS_n1_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29110253,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r254,HS_n1_b1,RESERVED_CONFIRMATION,same_input_repeat,29110254,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r255,HS_n1_b1,RESERVED_CONFIRMATION,interleaved_contexts,29110255,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r000,HS_n2_b1,DEV,change_k,29120000,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r001,HS_n2_b1,DEV,change_q,29120001,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r002,HS_n2_b1,DEV,change_tau,29120002,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r003,HS_n2_b1,DEV,change_t,29120003,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r004,HS_n2_b1,DEV,change_omega,29120004,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r005,HS_n2_b1,DEV,change_g,29120005,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r006,HS_n2_b1,DEV,g_zero,29120006,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r007,HS_n2_b1,DEV,joint_parameters,29120007,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r008,HS_n2_b1,DEV,joint_sample,29120008,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r009,HS_n2_b1,DEV,repeat_q_then_separate,29120009,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r010,HS_n2_b1,DEV,repeat_dtau_then_separate,29120010,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r011,HS_n2_b1,DEV,change_L_analytic,29120011,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r012,HS_n2_b1,DEV,small_nonzero_g,29120012,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r013,HS_n2_b1,DEV,longer_legal_intervals,29120013,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r014,HS_n2_b1,DEV,same_input_repeat,29120014,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r015,HS_n2_b1,DEV,interleaved_contexts,29120015,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r016,HS_n2_b1,DEV,change_k,29120016,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r017,HS_n2_b1,DEV,change_q,29120017,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r018,HS_n2_b1,DEV,change_tau,29120018,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r019,HS_n2_b1,DEV,change_t,29120019,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r020,HS_n2_b1,DEV,change_omega,29120020,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r021,HS_n2_b1,DEV,change_g,29120021,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r022,HS_n2_b1,DEV,g_zero,29120022,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r023,HS_n2_b1,DEV,joint_parameters,29120023,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r024,HS_n2_b1,DEV,joint_sample,29120024,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r025,HS_n2_b1,DEV,repeat_q_then_separate,29120025,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r026,HS_n2_b1,DEV,repeat_dtau_then_separate,29120026,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r027,HS_n2_b1,DEV,change_L_analytic,29120027,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r028,HS_n2_b1,DEV,small_nonzero_g,29120028,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r029,HS_n2_b1,DEV,longer_legal_intervals,29120029,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r030,HS_n2_b1,DEV,same_input_repeat,29120030,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r031,HS_n2_b1,DEV,interleaved_contexts,29120031,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r032,HS_n2_b1,DEV,change_k,29120032,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r033,HS_n2_b1,DEV,change_q,29120033,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r034,HS_n2_b1,DEV,change_tau,29120034,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r035,HS_n2_b1,DEV,change_t,29120035,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r036,HS_n2_b1,DEV,change_omega,29120036,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r037,HS_n2_b1,DEV,change_g,29120037,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r038,HS_n2_b1,DEV,g_zero,29120038,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r039,HS_n2_b1,DEV,joint_parameters,29120039,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r040,HS_n2_b1,DEV,joint_sample,29120040,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r041,HS_n2_b1,DEV,repeat_q_then_separate,29120041,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r042,HS_n2_b1,DEV,repeat_dtau_then_separate,29120042,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r043,HS_n2_b1,DEV,change_L_analytic,29120043,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r044,HS_n2_b1,DEV,small_nonzero_g,29120044,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r045,HS_n2_b1,DEV,longer_legal_intervals,29120045,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r046,HS_n2_b1,DEV,same_input_repeat,29120046,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r047,HS_n2_b1,DEV,interleaved_contexts,29120047,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r048,HS_n2_b1,DEV,change_k,29120048,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r049,HS_n2_b1,DEV,change_q,29120049,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r050,HS_n2_b1,DEV,change_tau,29120050,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r051,HS_n2_b1,DEV,change_t,29120051,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r052,HS_n2_b1,DEV,change_omega,29120052,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r053,HS_n2_b1,DEV,change_g,29120053,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r054,HS_n2_b1,DEV,g_zero,29120054,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r055,HS_n2_b1,DEV,joint_parameters,29120055,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r056,HS_n2_b1,DEV,joint_sample,29120056,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r057,HS_n2_b1,DEV,repeat_q_then_separate,29120057,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r058,HS_n2_b1,DEV,repeat_dtau_then_separate,29120058,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r059,HS_n2_b1,DEV,change_L_analytic,29120059,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r060,HS_n2_b1,DEV,small_nonzero_g,29120060,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
